projectDescriptionID,trapVisitID,visitTime,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,waterTemp,turbidity
2,3110,2006-02-14T15:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,6021,2,2.599999905,Yes,11,7.71999979
2,3111,2006-02-15T13:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,3169,2.200000048,2.700000048,Yes,9,7.679999828
2,3112,2006-02-15T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6300,4.199999809,4.300000191,Yes,10.5,7.809999943
2,3113,2006-02-16T10:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2648,2,2.799999952,Yes,8.5,5.179999828
2,3114,2006-02-16T13:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5412,4,4.099999905,Yes,10,5.639999866
2,3115,2006-02-18T12:00:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,4674,0,4,Yes,9.5,5.360000134
2,3116,2006-02-18T13:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,5997,1.799999952,3.200000048,Yes,9.5,5.630000114
2,3117,2006-02-19T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6051,4.099999905,4.099999905,Yes,10,7.440000057
2,3118,2006-02-19T14:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,3333,2.099999905,3.200000048,Yes,10,5.53000021
2,3119,2006-02-21T10:15:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,221,0,4.900000095,Yes,9,5.960000038
2,3120,2006-02-21T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,5058,1.200000048,2.900000095,Yes,9,6.829999924
2,3121,2006-02-22T11:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2705,1.399999976,2.799999952,Yes,9.5,4.840000153
2,3122,2006-02-22T13:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8000,5.099999905,4.800000191,Yes,10,4.639999866
2,3123,2006-02-23T11:45:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,5235,0,6.599999905,Yes,10,6.460000038
2,3124,2006-02-23T14:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2609,1.100000024,3,Yes,10.5,3.859999895
2,3125,2006-02-24T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,10273,7.099999905,7.099999905,Yes,10,3.539999962
2,3126,2006-02-24T13:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2352,1.200000048,2.599999905,Yes,10,3.609999895
2,3127,2006-02-25T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,10595,6.900000095,7.199999809,Yes,11,4.360000134
2,3128,2006-02-25T15:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2161,0.899999976,2.799999952,Yes,10,4.619999886
2,3129,2006-02-26T14:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1795,0.699999988,2.900000095,Yes,9.5,4.550000191
2,3130,2006-02-26T15:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,11107,6.900000095,7,Yes,10,4.480000019
2,3131,2006-02-27T11:25:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning but not normally,5373,6.400000095,,Yes,10,4.099999905
2,3132,2006-02-27T14:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,1523,0,1.899999976,Yes,10,6.099999905
2,3133,2006-02-28T09:15:00Z,Eye Riffle,Eye riffle_Side Channel,End trapping,Processed fish,Trap functioning normally,221,0,,Yes,10,11.05000019
2,3134,2006-03-01T09:45:00Z,Eye Riffle,Eye riffle_Side Channel,Start trap & begin trapping,Not applicable,Trap not in service,,,4.400000095,Yes,9,8.159999847
2,3135,2006-03-01T11:30:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,3.700000048,Yes,9,9.989999771
2,3136,2006-03-02T10:30:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,2120,0,3.599999905,Yes,9,7.820000172
2,3137,2006-03-02T13:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,1032,1.899999976,5.199999809,Yes,9.5,7.800000191
2,3138,2006-03-03T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4910,3.400000095,4.199999809,Yes,9,7.739999771
2,3139,2006-03-03T13:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,6715,3,3.799999952,Yes,9,6.710000038
2,3140,2006-03-04T09:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4361,2,2,Yes,9,5.639999866
2,3141,2006-03-04T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Unplanned restart,Processed fish,Trap stopped functioning,3548,0,2.599999905,Yes,9,4.980000019
2,3142,2006-03-05T11:00:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,1247,0,4.300000191,Yes,9,
2,3143,2006-03-05T15:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,4080,2.400000095,1.799999952,Yes,9,4.159999847
2,3144,2006-03-06T10:30:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,2109,0,2.900000095,Yes,9,7.610000134
2,3145,2006-03-06T12:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2575,1.700000048,3.299999952,Yes,9,9.850000381
2,3146,2006-03-07T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,4473,3.099999905,3.299999952,Yes,9,5.059999943
2,3147,2006-03-07T13:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,4954,3.700000048,3.799999952,Yes,9,6.099999905
2,3148,2006-03-08T11:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,4024,0.079999998,1.700000048,Yes,9,4.619999886
2,3149,2006-03-08T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5485,3.799999952,4.099999905,Yes,9,6.300000191
2,3150,2006-03-09T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,651,0,3.700000048,Yes,9,4.519999981
2,3151,2006-03-09T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2957,2.200000048,1.899999976,Yes,9,3.920000076
2,3152,2006-03-10T10:45:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,3177,0,2.599999905,Yes,9,7
2,3153,2006-03-10T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,394,0.100000001,0.200000003,Yes,9,5.039999962
2,3154,2006-03-11T12:00:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,1496,0,3.099999905,Yes,9,5.559999943
2,3155,2006-03-11T13:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2638,2.099999905,2,Yes,9,3.99000001
2,3156,2006-03-12T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2858,1.700000048,1.700000048,Yes,8.5,3.690000057
2,3157,2006-03-12T14:15:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap stopped functioning,1088,0,,Yes,8.5,8.670000076
2,3158,2006-03-13T12:15:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,5.699999809,Yes,8.5,5.619999886
2,3159,2006-03-13T13:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2350,2.099999905,2.200000048,Yes,9,2.380000114
2,3160,2006-03-15T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,16234,3.900000095,4.599999905,Yes,9,5.579999924
2,3161,2006-03-15T12:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,5964,2.099999905,2.299999952,Yes,9.5,3.950000048
2,3162,2006-03-16T10:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2512,2.200000048,2.099999905,Yes,9,3.410000086
2,3163,2006-03-16T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,9663,5.300000191,5.5,Yes,9,3.960000038
2,3164,2006-03-17T14:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,9085,6.400000095,6.300000191,Yes,9,4.170000076
2,3165,2006-03-17T16:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2162,2,2.400000095,Yes,10,2.99000001
2,3166,2006-03-19T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,16541,5.900000095,6.5,Yes,9.5,6.389999866
2,3167,2006-03-19T13:30:00Z,Eye Riffle,Eye riffle_Side Channel,Unplanned restart,Processed fish,Trap stopped functioning,3600,0,0.699999988,Yes,10,
2,3168,2006-03-20T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7500,4,4.199999809,Yes,9.5,4.809999943
2,3169,2006-03-21T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7912,5.699999809,5.900000095,Yes,9,2.730000019
2,3170,2006-03-21T13:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1130,1.5,1.799999952,Yes,9,2.460000038
2,3171,2006-03-22T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,9115,5.699999809,5.699999809,Yes,10,
2,3172,2006-03-22T13:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1242,0.600000024,1.299999952,Yes,10.5,2.369999886
2,3173,2006-03-23T11:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1267,0.699999988,1.200000048,Yes,10,2.190000057
2,3174,2006-03-23T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8888,5.800000191,5.599999905,Yes,10,3.829999924
2,3175,2006-03-24T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7478,1.799999952,1.799999952,Yes,10,3.170000076
2,3176,2006-03-24T12:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,768,0.699999988,1.299999952,Yes,10,2.230000019
2,3177,2006-03-25T14:30:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,8837,5.900000095,,Yes,10,
2,3178,2006-03-26T11:15:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,4.800000191,Yes,10,4.909999847
2,3179,2006-03-26T12:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1942,0.800000012,2.900000095,Yes,9,5.329999924
2,3180,2006-03-27T11:00:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,4145,0,5.699999809,Yes,10,5.880000114
2,3181,2006-03-27T13:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,1627,0.899999976,1.5,Yes,11,3.660000086
2,3182,2006-03-28T12:30:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1499,0.400000006,1.399999976,Yes,10,3.609999895
2,3183,2006-03-28T14:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8653,5.599999905,4,Yes,10,5.130000114
2,3184,2006-03-29T10:45:00Z,Eye Riffle,Eye riffle_Side Channel,Unplanned restart,Processed fish,Trap stopped functioning,99,0,1.700000048,Yes,,
2,3185,2006-03-29T13:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6939,5.300000191,5.599999905,Yes,,
2,3186,2006-03-30T11:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1639,0.899999976,1.399999976,Yes,10,2.390000105
2,3187,2006-03-30T12:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7278,7.099999905,6.900000095,Yes,9.5,4.800000191
2,3188,2006-03-31T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6673,3.700000048,4.900000095,Yes,9,5.769999981
2,3189,2006-03-31T11:45:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,1257,1.100000024,1.399999976,Yes,9.5,2.660000086
2,3190,2006-04-02T08:15:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning normally,2365,0.5,1.5,Yes,9.5,
2,3191,2006-04-03T15:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,24583,4.300000191,,Yes,9.5,4.269999981
2,3192,2006-04-03T16:00:00Z,Eye Riffle,Eye riffle_Side Channel,End trapping,Processed fish,Trap functioning normally,1775,1.200000048,,Yes,10,9.670000076
2,3193,2006-04-06T11:15:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,4.5,Yes,9,4.329999924
2,3194,2006-04-06T15:45:00Z,Eye Riffle,Eye riffle_Side Channel,Start trap & begin trapping,Not applicable,Trap not in service,,,1.299999952,Yes,10,4.309999943
2,3195,2006-04-07T12:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning but not normally,7060,4.199999809,,Yes,10,4.849999905
2,3196,2006-04-07T13:30:00Z,Eye Riffle,Eye riffle_Side Channel,End trapping,Processed fish,Trap functioning normally,1897,1.600000024,,Yes,10,4.340000153
2,3197,2006-04-09T12:45:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,5.199999809,Yes,9.5,3.819999933
2,3198,2006-04-09T14:30:00Z,Eye Riffle,Eye riffle_Side Channel,Start trap & begin trapping,Not applicable,Trap not in service,,,2.799999952,Yes,9.5,3.690000057
2,3199,2006-04-10T10:45:00Z,Eye Riffle,Eye riffle_Side Channel,End trapping,Processed fish,Trap stopped functioning,647,0,,Yes,10,3.190000057
2,3200,2006-04-10T13:15:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,4165,2.299999952,6.199999809,Yes,10.5,4.360000134
2,3201,2006-04-11T11:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,7846,6,4.400000095,Yes,10.5,3.799999952
2,3202,2006-04-12T11:30:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,7628,5,,Yes,10,3.769999981
2,3203,2006-04-18T11:00:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,5.599999905,Yes,,
2,3204,2006-04-18T12:15:00Z,Eye Riffle,Eye riffle_Side Channel,Start trap & begin trapping,Not applicable,Trap not in service,,,2.200000048,Yes,,
2,3205,2006-04-19T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,8427,4.900000095,4.900000095,Yes,11,5.130000114
2,3206,2006-04-19T14:00:00Z,Eye Riffle,Eye riffle_Side Channel,Continue trapping,Processed fish,Trap functioning but not normally,1330,0,0,Yes,11,4.869999886
2,3207,2006-04-20T10:45:00Z,Eye Riffle,Eye riffle_Side Channel,Unplanned restart,No fish were caught,Trap stopped functioning,39,0,0.200000003,Yes,10,2.910000086
2,3208,2006-04-20T12:45:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,1541,0,6.300000191,Yes,12,3.859999895
2,3209,2006-04-21T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8464,5.800000191,6,Yes,11,4.289999962
2,3210,2006-04-21T14:30:00Z,Eye Riffle,Eye riffle_Side Channel,End trapping,No fish were caught,Trap functioning normally,76,0,,Yes,11,4.070000172
2,3211,2006-04-22T10:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7626,5.900000095,5.599999905,Yes,11,5.260000229
2,3212,2006-04-24T13:30:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,4072,0,5.5,Yes,12,4.53000021
2,3213,2006-04-25T15:00:00Z,Herringer Riffle,Herringer_west,Unplanned restart,No fish were caught,Trap stopped functioning,1974,0,5.400000095,Yes,12.5,3.730000019
2,3214,2006-04-27T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,16000,6.099999905,5.699999809,Yes,12,4.789999962
2,3215,2006-04-29T15:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,11758,3.200000048,5.099999905,Yes,14,3.25
2,3216,2006-05-01T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,16000,5.599999905,4.199999809,Yes,12.5,3.099999905
2,3217,2006-05-02T10:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7095,5,5.5,Yes,13,2.849999905
2,3218,2006-05-03T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8628,5.900000095,5.5,Yes,12.5,3.880000114
2,3219,2006-05-04T15:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,8875,4.400000095,,Yes,13,5.900000095
2,3220,2006-05-08T10:00:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap not in service,,,6.099999905,Yes,13,3.730000019
2,3221,2006-05-08T10:45:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap not in service,,,3.299999952,Yes,14,2.700000048
2,3222,2006-05-09T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,10800,5.400000095,5.5,Yes,14,4.909999847
2,3223,2006-05-09T14:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,351,1.700000048,2.700000048,Yes,,
2,3224,2006-05-10T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7348,5.5,5.699999809,Yes,14,4.619999886
2,3225,2006-05-10T14:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,1657,1.200000048,1.200000048,Yes,14,1.350000024
2,3226,2006-05-11T10:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6947,5,5.599999905,Yes,13,4.699999809
2,3227,2006-05-11T13:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,1820,2,1.700000048,Yes,,1.799999952
2,3228,2006-05-14T12:45:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,Processed fish,Trap stopped functioning,,0.5,1.100000024,Yes,,
2,3229,2006-05-14T13:45:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,258,0,5.099999905,Yes,14.5,4.96999979
2,3230,2006-05-15T15:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8101,5,4.599999905,Yes,14.5,4.769999981
2,3231,2006-05-15T15:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,1608,1.299999952,2.400000095,Yes,18,
2,3232,2006-05-16T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6400,4.900000095,4.400000095,Yes,14.5,5.659999847
2,3233,2006-05-16T13:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,1263,2.099999905,2.400000095,Yes,15,2.069999933
2,3234,2006-05-17T10:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,7,2.099999905,2.200000048,Yes,15,1.269999981
2,3235,2006-05-17T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8166,5.099999905,6.099999905,Yes,14,4.96999979
2,3236,2006-05-19T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,16121,5.300000191,5.599999905,Yes,,4.909999847
2,3237,2006-05-19T14:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,7806,2.200000048,2.900000095,Yes,16,1.830000043
2,3238,2006-05-21T13:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7788,5.599999905,5.400000095,Yes,14,3.299999952
2,3239,2006-05-21T13:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,8427,2.599999905,3.400000095,Yes,,3.369999886
2,3240,2006-05-22T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,7205,4.199999809,6.099999905,Yes,14,4.340000153
2,3241,2006-05-22T13:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,,2.099999905,3,Yes,15,0.280000001
2,3242,2006-05-23T12:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,8369,4.800000191,5.400000095,Yes,,2.309999943
2,3243,2006-05-23T14:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,4545,2.200000048,2.400000095,Yes,15.5,
2,3244,2006-05-24T15:00:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,Processed fish,Trap stopped functioning,780,0,1.700000048,Yes,16,0.800000012
2,3245,2006-05-27T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,28377,2.799999952,5.099999905,Yes,16.5,2.549999952
2,3246,2006-05-27T14:00:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,No fish were caught,Trap stopped functioning,325,0,,Yes,16,6.329999924
2,3247,2006-05-30T10:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,17270,3.900000095,4.5,Yes,17,2.579999924
2,3248,2006-06-01T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,11310,3.5,3.5,Yes,17,1.460000038
2,3249,2006-06-04T13:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,18343,3.700000048,4.5,Yes,19,2.420000076
2,3250,2006-06-06T15:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap stopped functioning,12666,4,,Yes,20.5,7.980000019
2,3251,2006-06-11T14:40:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Processed fish,Trap functioning normally,17276,4.300000191,4.699999809,Yes,18,0.550000012
2,3252,2006-06-12T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5803,4.900000095,4.699999809,Yes,17,
2,3253,2006-06-15T11:45:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap stopped functioning,7695,2,,Yes,18,3.769999981
2,3254,2006-12-19T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap not in service,,,2.799999952,Yes,,
2,3255,2006-12-20T13:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3708,2.299999952,2.400000095,Yes,9,
2,3256,2006-12-21T10:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3390,2.5,2.5,Yes,9,
2,3257,2006-12-22T10:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3813,2.799999952,2.900000095,Yes,8.5,
2,3258,2006-12-23T13:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,4480,2.900000095,2.5,Yes,9,
2,3259,2006-12-26T13:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,12040,3.099999905,3.099999905,Yes,9,0.239999995
2,3260,2006-12-27T10:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,9,0.74000001
2,3261,2006-12-29T13:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,9309,3,3.299999952,Yes,8,
2,3262,2006-12-30T15:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,5157,3.400000095,3.099999905,Yes,8,0.370000005
2,3263,2006-12-31T10:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3973,3.099999905,3.299999952,Yes,8,
2,3264,2007-01-03T16:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,14622,2.700000048,3.400000095,Yes,9,0.649999976
2,3265,2007-01-05T13:45:00Z,Sunset Pumps,Sunset West bank,Start trap & begin trapping,Not applicable,Trap not in service,,,3.700000048,Yes,,
2,3266,2007-01-06T12:00:00Z,Sunset Pumps,Sunset West bank,Continue trapping,Processed fish,Trap functioning normally,,2.299999952,3.200000048,Yes,7.5,2.950000048
2,3267,2007-01-06T15:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,28329,2.900000095,3.599999905,Yes,8.5,1.110000014
2,3268,2007-01-07T10:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3650,3.5,3.400000095,Yes,8,0.109999999
2,3269,2007-01-09T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,10226,3.099999905,3.299999952,Yes,9,1.269999981
2,3270,2007-01-10T11:45:00Z,Sunset Pumps,Sunset West bank,Continue trapping,Processed fish,Trap functioning normally,12811,1.5,0.899999976,Yes,8,2.109999895
2,3271,2007-01-10T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,4561,3.200000048,3.299999952,Yes,8.5,0.379999995
2,3272,2007-01-11T10:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3848,3.200000048,3.700000048,Yes,7,0.579999983
2,3273,2007-01-11T12:45:00Z,Sunset Pumps,Sunset West bank,Continue trapping,Processed fish,Trap functioning normally,2124,1.399999976,3,Yes,8,1.399999976
