projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity
11,3362,Parrott-Phelan canal trap box,canal trap box,2025-03-21T09:45:58Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,972.0,,9.0,2.16000008583069
11,3363,Parrot-Phelan RST,PP RST,2025-03-21T10:00:38Z,Unplanned restart,Processed fish,Trap stopped functioning,,,5.90000009536743,Yes,972.0,,9.0,2.16000008583069
11,3364,Parrott-Phelan canal trap box,canal trap box,2025-03-22T08:45:35Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,897.0,,8.60000038146973,1.96000003814697
11,3365,Parrot-Phelan RST,PP RST,2025-03-22T09:00:41Z,Continue trapping,Processed fish,Trap functioning normally,7707.0,6.09999990463257,5.84999990463257,Yes,897.0,,8.60000038146973,1.96000003814697
11,3366,Parrot-Phelan RST,PP RST,2025-03-23T09:30:49Z,Continue trapping,Processed fish,Trap functioning normally,7829.0,5.90000009536743,5.75,Yes,831.0,,8.89999961853027,1.61000001430511
11,3367,Parrott-Phelan canal trap box,canal trap box,2025-03-23T09:15:16Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,831.0,,8.89999961853027,1.61000001430511
11,3368,Parrott-Phelan canal trap box,canal trap box,2025-03-24T09:00:25Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,811.0,,9.80000019073486,1.60000002384186
11,3369,Parrot-Phelan RST,PP RST,2025-03-24T09:15:59Z,Continue trapping,Processed fish,Trap functioning normally,7620.0,4.5,5.15000009536743,Yes,,,,
11,3370,Parrott-Phelan canal trap box,canal trap box,2025-03-25T08:30:45Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,844.0,,10.5,1.42999994754791
11,3371,Parrot-Phelan RST,PP RST,2025-03-25T08:45:59Z,Continue trapping,Processed fish,Trap functioning normally,7447.0,5.80000019073486,6.0,Yes,837.0,,10.5,1.42999994754791
11,3372,Parrott-Phelan canal trap box,canal trap box,2025-03-26T08:45:29Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,837.0,,10.6000003814697,1.4099999666214
11,3373,Parrot-Phelan RST,PP RST,2025-03-26T09:00:20Z,Continue trapping,Processed fish,Trap functioning normally,7737.0,5.84999990463257,5.69999980926514,Yes,831.0,,10.6000003814697,1.4099999666214
11,3374,Parrott-Phelan canal trap box,canal trap box,2025-03-27T09:00:23Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,883.0,,11.1999998092651,1.74000000953674
11,3375,Parrot-Phelan RST,PP RST,2025-03-27T09:15:33Z,Continue trapping,Processed fish,Trap functioning normally,,5.44999980926514,5.75,Yes,890.0,,11.1999998092651,1.74000000953674
11,3376,Parrott-Phelan canal trap box,canal trap box,2025-03-28T09:00:37Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1056.0,,9.5,2.71000003814697
11,3377,Parrot-Phelan RST,PP RST,2025-03-28T09:15:29Z,Unplanned restart,Processed fish,Trap stopped functioning,,,5.80000019073486,Yes,1056.0,,9.5,2.71000003814697
11,3378,Parrott-Phelan canal trap box,canal trap box,2025-03-29T09:00:24Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1028.0,,8.60000038146973,2.10999989509583
11,3379,Parrot-Phelan RST,PP RST,2025-03-29T09:30:42Z,Continue trapping,Processed fish,Trap functioning normally,8302.0,5.90000009536743,6.09999990463257,Yes,1028.0,,8.60000038146973,2.10999989509583
11,3380,Parrot-Phelan RST,PP RST,2025-03-30T09:00:11Z,End trapping,Processed fish,Trap functioning normally,7466.0,5.75,6.5,Yes,965.0,,9.10000038146973,1.76999998092651
11,3381,Parrott-Phelan canal trap box,canal trap box,2025-03-30T08:30:27Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,951.0,,9.10000038146973,1.76999998092651
11,3382,Parrott-Phelan canal trap box,canal trap box,2025-03-31T08:45:06Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1384.0,,9.10000038146973,4.75
11,3383,Parrott-Phelan canal trap box,canal trap box,2025-04-01T09:15:25Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1258.0,,8.0,3.24000000953674
11,3384,Parrott-Phelan canal trap box,canal trap box,2025-04-02T09:15:31Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1186.0,,7.0,2.65000009536743
11,3385,Parrott-Phelan canal trap box,canal trap box,2025-04-03T08:30:04Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,1078.0,,7.69999980926514,2.04999995231628
11,3386,Parrot-Phelan RST,PP RST,2025-04-04T10:15:02Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,,,5.80000019073486,Yes,944.0,,8.60000038146973,2.09999990463257
11,3387,Parrott-Phelan canal trap box,canal trap box,2025-04-04T09:45:44Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,944.0,,8.60000038146973,2.09999990463257
11,3388,Parrot-Phelan RST,PP RST,2025-04-05T08:45:28Z,Continue trapping,Processed fish,Trap functioning normally,7220.0,5.65000009536743,5.59999990463257,Yes,877.0,,8.60000038146973,1.5
11,3389,Parrott-Phelan canal trap box,canal trap box,2025-04-05T08:30:43Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,877.0,,8.60000038146973,1.5
11,3390,Parrott-Phelan canal trap box,canal trap box,2025-04-06T08:30:58Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,844.0,,9.5,1.36000001430511
11,3391,Parrot-Phelan RST,PP RST,2025-04-06T09:00:19Z,Continue trapping,Processed fish,Trap functioning normally,7548.0,5.5,5.40000009536743,Yes,850.0,,9.5,1.36000001430511
11,3392,Parrot-Phelan RST,PP RST,2025-04-07T09:00:01Z,Continue trapping,Processed fish,Trap functioning normally,7441.0,5.75,5.75,Yes,890.0,,10.6000003814697,1.64999997615814
11,3393,Parrott-Phelan canal trap box,canal trap box,2025-04-07T08:45:59Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,890.0,,10.6000003814697,1.64999997615814
11,3394,Parrott-Phelan canal trap box,canal trap box,2025-04-08T08:45:17Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,897.0,,10.3000001907349,1.41999995708466
11,3395,Parrot-Phelan RST,PP RST,2025-04-08T09:00:16Z,Continue trapping,Processed fish,Trap functioning normally,7659.0,4.34999990463257,4.55000019073486,Yes,897.0,,10.3000001907349,1.41999995708466
11,3396,Parrott-Phelan canal trap box,canal trap box,2025-04-09T09:00:07Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,837.0,,10.1999998092651,1.33000004291534
11,3397,Parrot-Phelan RST,PP RST,2025-04-09T09:15:36Z,Continue trapping,Processed fish,Trap functioning normally,7675.0,6.0,5.90000009536743,Yes,837.0,,10.1999998092651,1.33000004291534
11,3398,Parrott-Phelan canal trap box,canal trap box,2025-04-10T09:00:45Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,818.0,,10.6999998092651,1.29999995231628
11,3399,Parrot-Phelan RST,PP RST,2025-04-10T09:00:09Z,Continue trapping,Processed fish,Trap functioning normally,2379.0,5.80000019073486,5.34999990463257,Yes,818.0,,10.6999998092651,1.29999995231628
11,3400,Parrot-Phelan RST,PP RST,2025-04-11T09:00:52Z,Continue trapping,Processed fish,Trap functioning normally,7531.0,5.44999980926514,5.5,Yes,780.0,,11.5,1.4099999666214
11,3401,Parrott-Phelan canal trap box,canal trap box,2025-04-11T08:45:37Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,780.0,,11.5,1.4099999666214
11,3402,Parrott-Phelan canal trap box,canal trap box,2025-04-12T08:45:20Z,Continue trapping,No fish were caught,Trap functioning normally,,5.55000019073486,,Yes,754.0,,11.1999998092651,1.29999995231628
11,3403,Parrot-Phelan RST,PP RST,2025-04-12T09:00:13Z,Continue trapping,Processed fish,Trap functioning normally,7186.0,5.55000019073486,5.40000009536743,Yes,767.0,,11.1999998092651,1.29999995231628
11,3404,Parrott-Phelan canal trap box,canal trap box,2025-04-13T08:30:08Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,748.0,,10.6000003814697,1.38999998569489
11,3405,Parrot-Phelan RST,PP RST,2025-04-13T08:45:36Z,Continue trapping,Processed fish,Trap functioning normally,7238.0,5.40000009536743,5.55000019073486,Yes,754.0,,10.6000003814697,1.38999998569489
11,3406,Parrott-Phelan canal trap box,canal trap box,2025-04-14T09:00:30Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,718.0,,10.6000003814697,1.35000002384186
11,3407,Parrot-Phelan RST,PP RST,2025-04-14T09:30:24Z,Continue trapping,Processed fish,Trap functioning normally,7308.0,4.94999980926514,5.09999990463257,Yes,664.0,,10.6000003814697,1.35000002384186
11,3408,Parrott-Phelan canal trap box,canal trap box,2025-04-15T08:30:24Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,706.0,,11.1000003814697,1.45000004768372
11,3409,Parrot-Phelan RST,PP RST,2025-04-15T09:15:26Z,Continue trapping,Processed fish,Trap functioning normally,6846.0,5.19999980926514,5.15000009536743,Yes,700.0,,11.1000003814697,1.45000004768372
11,3410,Parrot-Phelan RST,PP RST,2025-04-16T09:30:46Z,Continue trapping,Processed fish,Trap functioning normally,6994.0,5.30000019073486,5.25,Yes,694.0,,12.1000003814697,1.28999996185303
11,3411,Parrott-Phelan canal trap box,canal trap box,2025-04-16T09:00:00Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,694.0,,12.1000003814697,1.28999996185303
11,3412,Parrot-Phelan RST,PP RST,2025-04-17T09:15:58Z,Unplanned restart,Processed fish,Trap stopped functioning,,0.0,4.55000019073486,Yes,682.0,,12.1999998092651,1.36000001430511
11,3413,Parrott-Phelan canal trap box,canal trap box,2025-04-17T09:00:21Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,682.0,,12.1999998092651,1.36000001430511
11,3414,Parrott-Phelan canal trap box,canal trap box,2025-04-18T07:45:23Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,688.0,,11.0,1.38999998569489
11,3415,Parrot-Phelan RST,PP RST,2025-04-18T08:00:58Z,Continue trapping,Processed fish,Trap functioning normally,5995.0,3.70000004768372,4.5,Yes,688.0,,11.0,1.38999998569489
11,3416,Parrott-Phelan canal trap box,canal trap box,2025-04-19T08:45:38Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,635.0,,9.80000019073486,1.38999998569489
11,3417,Parrot-Phelan RST,PP RST,2025-04-19T09:00:47Z,Continue trapping,Processed fish,Trap functioning normally,6353.0,4.69999980926514,4.90000009536743,Yes,635.0,,9.80000019073486,1.38999998569489
11,3418,Parrott-Phelan canal trap box,canal trap box,2025-04-20T07:00:40Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,641.0,,10.3000001907349,1.30999994277954
11,3419,Parrot-Phelan RST,PP RST,2025-04-20T07:00:27Z,Continue trapping,Processed fish,Trap functioning normally,5828.0,4.80000019073486,4.84999990463257,Yes,641.0,,10.3000001907349,1.30999994277954
11,3420,Parrott-Phelan canal trap box,canal trap box,2025-04-21T08:45:31Z,Continue trapping,Processed fish,Trap functioning normally,,,,Yes,623.0,,11.3000001907349,1.3400000333786
11,3421,Parrot-Phelan RST,PP RST,2025-04-21T09:00:12Z,Continue trapping,Processed fish,Trap functioning normally,7878.0,4.15000009536743,4.5,Yes,623.0,,11.3000001907349,1.3400000333786
