trap_visit_ID,visit_time,site_name,subsite_name,visit_type,fish_processed,trap_functioning,include_catch,discharge,water_vel,water_temp,turbidity,dissolved_O,conductivity
875,2012-03-29T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,21579,2,54,26.70000076,NA,NA
877,2012-03-30T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,22888,1.5,53,246.5,NA,NA
879,2012-03-31T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,18288,2.400000095,54,130,NA,NA
881,2012-04-01T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,18042,1.700000048,55,56.59999847,NA,NA
882,2012-04-02T11:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,19700,2.400000095,55,68.19999695,NA,NA
895,2012-04-03T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,17192,2.599999905,55,86,NA,NA
897,2012-04-04T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,14388,2.400000095,55,NA,NA,NA
899,2012-04-05T10:45:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12875,2.200000048,56,43,NA,NA
901,2012-04-06T10:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12183,2.099999905,57,32,NA,NA
903,2012-04-07T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11146,1.799999952,57,31.10000038,NA,NA
905,2012-04-09T11:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9745,1.700000048,57,27.5,NA,NA
907,2012-04-10T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9295,1.799999952,57,20.70000076,NA,NA
909,2012-04-11T11:30:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,8944,2.099999905,57,22.60000038,NA,NA
911,2012-04-12T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,9813,2.200000048,58,17.5,NA,NA
913,2012-04-13T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,13071,2.200000048,57,16.20000076,NA,NA
915,2012-04-14T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,14771,2.099999905,56,17.39999962,NA,NA
917,2012-04-15T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,16758,1.799999952,57,124,NA,NA
919,2012-04-16T11:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,14742,2.099999905,57,45.20000076,NA,NA
921,2012-04-17T11:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12529,1.899999976,59,31.39999962,NA,NA
923,2012-04-18T10:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11479,2.099999905,61,35.5,NA,NA
925,2012-04-19T13:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11221,2.099999905,64,29.20000076,NA,NA
927,2012-04-20T10:45:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,10921,1.700000048,65,20.39999962,NA,NA
929,2012-04-22T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,10746,2.099999905,68,16.39999962,NA,NA
931,2012-04-23T10:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11092,1.899999976,68,19,NA,NA
933,2012-04-24T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11192,1.5,69,19.70000076,NA,NA
935,2012-04-25T12:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11038,2,68,19.70000076,NA,NA
937,2012-04-27T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,10983,1.700000048,65,23.79999924,NA,NA
939,2012-04-28T10:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12167,1.700000048,64,15.89999962,NA,NA
941,2012-04-30T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,10154,1.600000024,69,19.39999962,NA,NA
943,2012-05-01T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,9257,2,66,21.70000076,NA,NA
945,2012-05-02T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,8258,1.299999952,65,20.89999962,NA,NA
947,2012-05-04T10:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6324,1.600000024,65,15.89999962,NA,NA
949,2012-05-05T10:00:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5913,1.299999952,64,13.10000038,NA,NA
951,2012-05-07T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5113,1.399999976,65,14.60000038,NA,NA
953,2012-05-08T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4608,1.200000048,66,15.39999962,NA,NA
955,2012-05-09T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4227,1.200000048,67,17,NA,NA
957,2012-05-10T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4600,1.100000024,67,19.39999962,NA,NA
959,2012-05-11T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4849,1.200000048,69,13.14999962,NA,NA
961,2012-05-14T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4978,1.600000024,69,11.60000038,NA,NA
963,2012-05-16T13:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5054,1.5,70,13.69999981,NA,NA
965,2012-05-18T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5047,1.399999976,69,14.10000038,NA,NA
967,2012-05-21T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5958,1.5,69,15.5,NA,NA
969,2012-05-23T11:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,6215,1.5,69,12.5,NA,NA
971,2012-05-25T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6525,1.799999952,68,13.19999981,NA,NA
973,2012-05-29T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6262,1.600000024,67,19.10000038,NA,NA
975,2012-06-01T11:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5776,1.5,72,12.30000019,NA,NA
977,2012-06-05T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,6133,1.5,70,23,NA,NA
979,2012-06-07T14:30:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,7478,1.5,69,NA,NA,NA
981,2012-06-11T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6526,1.700000048,67,6.670000076,NA,NA
983,2012-06-14T13:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5066,1.600000024,72,7.980000019,NA,NA
985,2012-06-18T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5956,1.399999976,73,7.960000038,NA,NA
987,2012-06-21T13:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5844,1.399999976,72,12.10000038,NA,NA
989,2012-06-25T10:00:03Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap stopped functioning,Yes,6656,1.100000024,69,9.819999695,NA,NA
991,2012-10-01T13:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
993,2012-10-04T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5905,1.200000048,66,4.71999979,NA,NA
995,2012-10-09T11:45:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5708,1.399999976,65,5.28000021,NA,NA
997,2012-10-12T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5309,1.200000048,63,5.079999924,NA,NA
999,2012-10-16T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5130,1.5,65,7.230000019,NA,NA
1001,2012-10-19T11:15:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4628,1.700000048,63,3.779999971,NA,NA
1003,2012-10-22T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4947,1.700000048,61,8.31000042,NA,NA
1005,2012-10-23T12:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5182,1.5,61,9.100000381,NA,NA
1007,2012-10-25T13:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5721,1.399999976,59,3,NA,NA
1009,2012-10-26T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5567,1.5,58,4.349999905,NA,NA
1011,2012-10-30T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5052,1.899999976,60,3.460000038,NA,NA
1013,2012-11-01T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4649,1.600000024,60,2.960000038,NA,NA
1015,2012-11-02T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4742,1.600000024,60,6.659999847,NA,NA
1017,2012-11-05T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4976,1.799999952,61,7.949999809,NA,NA
1019,2012-11-07T11:45:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,4498,1.600000024,60,8.800000191,NA,NA
1021,2012-11-09T10:00:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4168,1.399999976,55,6.510000229,NA,NA
1023,2012-11-12T09:00:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,3903,1.5,54,9.479999542,NA,NA
1025,2012-11-14T11:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3810,1.700000048,54,5.650000095,NA,NA
1027,2012-11-16T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4050,1.600000024,54,8.430000305,NA,NA
1029,2012-11-19T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7551,1.5,57,17,NA,NA
1031,2012-11-20T12:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7815,1,57,17.10000038,NA,NA
1033,2012-11-21T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6609,1.799999952,57,19.39999962,NA,NA
1035,2012-11-23T10:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,10633,1.799999952,56,21.70000076,NA,NA
1037,2012-11-24T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,8352,1.799999952,52,20.79999924,NA,NA
1039,2012-11-25T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6806,1.600000024,55,26.5,NA,NA
1041,2012-11-26T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6114,1.5,55,12.89999962,NA,NA
1043,2012-11-27T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5773,1.299999952,54,14,NA,NA
1045,2012-11-28T12:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5807,1.299999952,55,17.5,NA,NA
1047,2012-11-29T12:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6331,1.399999976,55,16.10000038,NA,NA
1049,2012-11-30T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7768,1.5,55,28.29999924,NA,NA
1051,2012-12-01T09:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,18692,1.700000048,56,38.90000153,NA,NA
1053,2012-12-02T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,23150,2.099999905,57,183,NA,NA
1055,2012-12-03T11:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,25554,2.299999952,57,81.40000153,NA,NA
1057,2012-12-04T11:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,26421,2.099999905,56,1201,NA,NA
1059,2012-12-05T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,24267,2.099999905,55,933.5,NA,NA
1061,2012-12-06T12:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,25446,2,55,185,NA,NA
1063,2012-12-07T10:45:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,25688,2.200000048,54,473.5,NA,NA
1065,2012-12-08T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,23583,2.099999905,53,181.5,NA,NA
1067,2012-12-09T09:00:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,20708,2.400000095,54,154.5,NA,NA
1069,2012-12-10T11:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,17958,2.099999905,54,107,NA,NA
1071,2012-12-11T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,15433,2.099999905,52,94.59999847,NA,NA
1073,2012-12-12T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,13113,2.200000048,52,91.90000153,NA,NA
1075,2012-12-13T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11679,2.5,52,53.59999847,NA,NA
1077,2012-12-14T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11288,2.400000095,52,45.20000076,NA,NA
1079,2012-12-15T08:15:03Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap functioning normally,Yes,NA,2.5,50,41.79999924,NA,NA
546,2013-10-01T11:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
547,2013-10-02T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5970,1.5,64,1.419999957,NA,NA
548,2013-10-04T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5900,1.700000048,62,0.419999987,NA,NA
549,2013-10-05T11:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5800,1.700000048,61,1.539999962,NA,NA
551,2013-10-06T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5800,1.799999952,62,1.230000019,NA,NA
552,2013-10-07T12:15:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5820,1.700000048,62,1.519999981,NA,NA
553,2013-10-08T12:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5640,2,61,1.110000014,NA,NA
555,2013-10-10T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5300,1.799999952,60,1.100000024,NA,NA
556,2013-10-11T11:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5180,1.700000048,60,2.829999924,NA,NA
557,2013-10-12T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5120,1.5,61,1.120000005,NA,NA
558,2013-10-14T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4840,1.5,61,0.479999989,NA,NA
559,2013-10-15T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4890,1.700000048,61,1.450000048,NA,NA
561,2013-10-16T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4730,1.679999948,61,1.99000001,NA,NA
562,2013-10-17T10:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4510,1.649999976,60,1.659999967,NA,NA
563,2013-10-18T11:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4300,1.600000024,61,1.610000014,NA,NA
564,2013-10-21T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3820,1.399999976,62,2.799999952,NA,NA
565,2013-10-22T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3790,1.5,62,2.460000038,NA,NA
566,2013-10-23T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3950,1.299999952,62,2.400000095,NA,NA
567,2013-10-24T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3730,1.100000024,62,3.430000067,NA,NA
568,2013-10-25T10:15:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,3540,1.299999952,62,1.50999999,NA,NA
569,2013-10-26T10:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3520,1.5,61,1.730000019,NA,NA
570,2013-10-27T09:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3760,1.399999976,61,1.620000005,NA,NA
571,2013-10-28T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3910,1.299999952,60,3.960000038,NA,NA
572,2013-10-29T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4000,1.200000048,59,4.239999771,NA,NA
573,2013-10-30T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4370,1.200000048,59,5.03000021,NA,NA
574,2013-10-31T11:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4750,1.399999976,59,5.349999905,NA,NA
602,2013-11-01T10:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5360,1.600000024,59,3.430000067,NA,NA
605,2013-11-02T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5790,1.399999976,58,4.179999828,NA,NA
607,2013-11-02T18:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5950,1.299999952,59,4.139999866,NA,NA
609,2013-11-03T09:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6010,1.5,57,4.260000229,NA,NA
611,2013-11-03T17:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5980,1.600000024,57,4.239999771,NA,NA
613,2013-11-04T10:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5900,1.5,55,3.359999895,NA,NA
615,2013-11-04T17:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5800,1.600000024,55,4.630000114,NA,NA
617,2013-11-05T08:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5700,1.600000024,54,3.930000067,NA,NA
619,2013-11-05T16:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5650,1.399999976,56,2.130000114,NA,NA
621,2013-11-06T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5650,1.600000024,54,3.430000067,NA,NA
623,2013-11-06T15:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5620,1.600000024,55,2.420000076,NA,NA
625,2013-11-07T08:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5520,1.299999952,55,2.880000114,NA,NA
627,2013-11-07T15:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5490,1.399999976,56,3.400000095,NA,NA
629,2013-11-08T07:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5340,1.399999976,55,3.5,NA,NA
631,2013-11-08T15:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5280,1.600000024,57,3.920000076,NA,NA
633,2013-11-09T07:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5200,1.600000024,56,5.159999847,NA,NA
635,2013-11-09T16:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,Yes,5200,1.700000048,58,3.50999999,NA,NA
637,2013-11-10T07:00:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
638,2013-11-10T17:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,Yes,5020,1.399999976,NA,NA,NA,NA
639,2013-11-11T07:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
640,2013-11-11T16:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,Yes,4810,1.399999976,58,3.700000048,NA,NA
643,2013-11-12T07:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
644,2013-11-12T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4750,1.5,58,3.970000029,NA,NA
647,2013-11-13T07:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4750,1.299999952,56,0.709999979,NA,NA
649,2013-11-13T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4730,1.399999976,58,3.440000057,NA,NA
651,2013-11-14T07:15:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4720,1.299999952,56,1.980000019,NA,NA
653,2013-11-14T13:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4730,1.5,57,1.480000019,NA,NA
655,2013-11-15T07:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4720,1.600000024,56,2.700000048,NA,NA
657,2013-11-15T15:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4680,1.600000024,57,2.849999905,NA,NA
659,2013-11-16T07:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4630,1.5,55,3.019999981,NA,NA
661,2013-11-16T15:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4590,1.5,57,2.769999981,NA,NA
663,2013-11-17T07:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4490,1.399999976,53,3.170000076,NA,NA
665,2013-11-17T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4610,1.5,56,4.800000191,NA,NA
667,2013-11-18T07:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4790,1.5,55,2.339999914,NA,NA
669,2013-11-18T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4720,1.600000024,56,3.089999914,NA,NA
1170,2013-11-19T09:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4570,1.700000048,55,2.430000067,NA,NA
1172,2013-11-19T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4540,1.75,56,2.720000029,NA,NA
1174,2013-11-20T07:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4580,1.299999952,57,3.529999971,NA,NA
1176,2013-11-20T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4600,1.600000024,56,3.200000048,NA,NA
1178,2013-11-21T07:25:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4790,1.399999976,54,3.75999999,NA,NA
1180,2013-11-21T15:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4900,1.299999952,55,4.670000076,NA,NA
1182,2013-11-22T08:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5110,1.399999976,53,3.559999943,NA,NA
1184,2013-11-22T15:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5160,1.600000024,53,3.220000029,NA,NA
1186,2013-11-23T07:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5340,1.5,52,5.590000153,NA,NA
1188,2013-11-23T14:47:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5270,1.5,52,4.050000191,NA,NA
1190,2013-11-24T07:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5190,1.299999952,50,5.360000134,NA,NA
1192,2013-11-24T16:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5160,1.299999952,52,4.130000114,NA,NA
1194,2013-11-25T07:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5140,1.700000048,50,4.570000172,NA,NA
1196,2013-11-25T16:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5050,1.799999952,51,6.539999962,NA,NA
1198,2013-11-26T07:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4910,1.5,50,3.400000095,NA,NA
1200,2013-11-26T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4830,1.399999976,44,4.300000191,NA,NA
1202,2013-11-27T07:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4520,1.399999976,52,5.570000172,NA,NA
