projectDescriptionID,trapVisitID,siteName,subSiteName,visitTime,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity,dissolvedOxygen,conductivity,waterTempUnit
12,129,Lower Feather River RST,RL,2022-03-26T09:45:22Z,Continue trapping,Processed fish,Trap functioning normally,2509,1.299999952,1.5,Yes,3223,0.449999988,15.5,2.029999971,9.869999886,0.082900003,Celsius
12,130,Lower Feather River RST,RR,2022-03-26T09:45:22Z,Continue trapping,Processed fish,Trap functioning normally,1666,1.350000024,1.299999952,Yes,3223,0.5,15.5,2.029999971,9.869999886,0.082900003,Celsius
12,131,Lower Feather River RST,RR,2022-03-27T09:45:58Z,Continue trapping,Processed fish,Trap functioning normally,2046,1.549999952,1.899999976,Yes,3772,0.400000006,15.5,3.049999952,9.949999809,0.082800001,Celsius
12,132,Lower Feather River RST,RL,2022-03-27T09:45:20Z,Continue trapping,Processed fish,Trap functioning normally,3412,1.600000024,1.649999976,Yes,3772,0.400000006,15.5,3.049999952,9.949999809,0.082800001,Celsius
12,133,Lower Feather River RST,RL,2022-03-28T09:45:26Z,Continue trapping,Processed fish,Trap functioning normally,3803,1.950000048,2.299999952,Yes,3862,0.400000006,15.5,2.119999886,8.409999847,0.096699998,Celsius
12,134,Lower Feather River RST,RR,2022-03-28T09:45:01Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.700000048,Yes,3862,0.400000006,15.5,2.119999886,8.409999847,0.096699998,Celsius
12,135,Lower Feather River RST,RR,2022-03-29T11:00:56Z,Continue trapping,Processed fish,Trap functioning normally,2701,1.75,1.950000048,Yes,3862,0.5,14.80000019,1.470000029,9.840000153,0.0814,Celsius
12,136,Lower Feather River RST,RL,2022-03-29T11:00:40Z,Continue trapping,Processed fish,Trap functioning normally,3903,2.099999905,2,Yes,3862,0.5,14.80000019,1.470000029,9.840000153,0.0814,Celsius
12,137,Lower Feather River RST,RL,2022-03-30T10:00:09Z,Continue trapping,No fish were caught,Trap functioning normally,3639,1.649999976,1.700000048,Yes,3875,0.600000024,15.5,1.980000019,9.659999847,0.0823,Celsius
12,138,Lower Feather River RST,RR,2022-03-30T10:00:03Z,Continue trapping,Processed fish,Trap functioning normally,2291,1.450000048,1.700000048,Yes,3875,0.600000024,15.5,1.980000019,9.659999847,0.0823,Celsius
12,139,Lower Feather River RST,RR,2022-03-31T10:00:50Z,Continue trapping,Processed fish,Trap functioning normally,2656,1.700000048,1.649999976,Yes,3862,0.400000006,14.5,2.210000038,10.10000038,0.080499999,Celsius
12,140,Lower Feather River RST,RL,2022-03-31T10:00:05Z,Continue trapping,Processed fish,Trap functioning normally,4313,1.799999952,1.899999976,Yes,3826,0.5,14.5,2.210000038,10.10000038,0.080499999,Celsius
12,141,Lower Feather River RST,RL,2022-04-01T10:00:33Z,Continue trapping,Processed fish,Trap functioning normally,3578,1.549999952,1.700000048,Yes,3824,0.5,16,1.590000033,7.679999828,0.095600002,Celsius
12,142,Lower Feather River RST,RR,2022-04-01T10:00:26Z,Continue trapping,Processed fish,Trap functioning normally,2525,1.399999976,1.799999952,Yes,3824,0.600000024,16,1.590000033,7.679999828,0.095600002,Celsius
12,143,Lower Feather River RST,RR,2022-04-02T10:15:32Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2,Yes,3862,0.5,15.89999962,2.150000095,9.409999847,0.082699999,Celsius
12,144,Lower Feather River RST,RL,2022-04-02T10:15:05Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.75,Yes,3862,0.5,15.89999962,2.150000095,9.409999847,0.082699999,Celsius
12,145,Lower Feather River RST,RL,2022-04-03T10:00:21Z,Continue trapping,Processed fish,Trap functioning normally,4105,2.049999952,1.799999952,Yes,3494,0.5,15.5,1.860000014,9.779999733,0.082500003,Celsius
12,146,Lower Feather River RST,RR,2022-04-03T10:00:09Z,Continue trapping,Processed fish,Trap functioning normally,2504,1.799999952,1.549999952,Yes,3494,0.400000006,15.5,1.860000014,9.779999733,0.082500003,Celsius
12,147,Lower Feather River RST,RR,2022-04-04T10:00:23Z,Continue trapping,Processed fish,Trap functioning normally,2034,1.100000024,1.299999952,Yes,3103,0.400000006,15.5,1.570000052,9.399999619,0.101000004,Celsius
12,148,Lower Feather River RST,RL,2022-04-04T10:00:42Z,Continue trapping,Processed fish,Trap functioning normally,3343,1.450000048,1.700000048,Yes,3103,0.400000006,15.5,1.570000052,9.399999619,0.101000004,Celsius
12,149,Lower Feather River RST,RL,2022-04-05T12:30:00Z,Continue trapping,Processed fish,Trap functioning normally,3744,2.049999952,1.850000024,Yes,2902,0.600000024,15.19999981,1.200000048,9.75,0.102200001,Celsius
12,150,Lower Feather River RST,RR,2022-04-05T12:30:52Z,Continue trapping,Processed fish,Trap functioning normally,1989,1.5,1.299999952,Yes,2902,0.5,15.19999981,1.200000048,9.75,0.102200001,Celsius
12,151,Lower Feather River RST,RR,2022-04-06T11:00:48Z,Continue trapping,Processed fish,Trap functioning normally,1695,1.25,1.25,Yes,2774,0.600000024,15.5,1.639999986,9.739999771,0.083700001,Celsius
12,152,Lower Feather River RST,RL,2022-04-06T11:00:14Z,Continue trapping,Processed fish,Trap functioning normally,3106,1.75,1.450000048,Yes,2774,0.5,15.5,1.639999986,9.739999771,0.083700001,Celsius
12,153,Lower Feather River RST,RR,2022-04-07T11:00:38Z,Continue trapping,Processed fish,Trap functioning normally,1513,0.949999988,NA,Yes,2626,0.600000024,16.29999924,2.609999895,10.38000011,0.0854,Celsius
12,154,Lower Feather River RST,RL,2022-04-07T11:00:05Z,Continue trapping,Processed fish,Trap functioning normally,2872,1.5,NA,Yes,2626,0.600000024,16.29999924,2.609999895,10.38000011,0.0854,Celsius
12,155,Lower Feather River RST,RL,2022-04-08T10:00:41Z,Continue trapping,Processed fish,Trap functioning normally,2495,1.350000024,1.350000024,Yes,2492,0.400000006,17.20000076,2.529999971,8.840000153,0.0876,Celsius
12,156,Lower Feather River RST,RR,2022-04-08T10:00:28Z,Continue trapping,Processed fish,Trap functioning normally,1202,1.049999952,1.25,Yes,2492,0.400000006,17.20000076,2.529999971,8.840000153,0.0876,Celsius
12,157,Lower Feather River RST,RL,2022-04-09T10:30:46Z,Continue trapping,Processed fish,Trap functioning normally,2554,1.450000048,1.5,Yes,2306,0.400000006,16.5,1.419999957,9.319999695,0.086999997,Celsius
12,158,Lower Feather River RST,RR,2022-04-09T10:30:11Z,Continue trapping,Processed fish,Trap functioning normally,1338,0.899999976,1,Yes,2306,0.400000006,16.5,1.419999957,9.319999695,0.086999997,Celsius
12,159,Lower Feather River RST,RR,2022-04-10T10:15:17Z,Continue trapping,Processed fish,Trap functioning normally,1437,0.899999976,0.850000024,Yes,2126,0.5,14,1.730000019,10.01000023,0.081600003,Celsius
12,160,Lower Feather River RST,RL,2022-04-10T10:15:24Z,Continue trapping,Processed fish,Trap functioning normally,2657,1.149999976,1.200000048,Yes,2126,0.449999988,14,1.730000019,10.01000023,0.081600003,Celsius
12,161,Lower Feather River RST,RL,2022-04-11T11:00:54Z,Continue trapping,Processed fish,"Trap functioning, but not normally",1469,0.75,1,Yes,2001,0.400000006,14.89999962,1.25,9.449999809,0.085000001,Celsius
12,162,Lower Feather River RST,RR,2022-04-11T11:00:39Z,Continue trapping,Processed fish,"Trap functioning, but not normally",605,0.5,0.75,Yes,2001,0.300000012,14.89999962,1.25,9.449999809,0.085000001,Celsius
12,163,Lower Feather River RST,RR,2022-04-12T11:30:16Z,Continue trapping,Processed fish,Trap functioning normally,847,0.600000024,0.550000012,Yes,1849,0.400000006,13.89999962,1.840000033,10.19999981,0.085000001,Celsius
12,164,Lower Feather River RST,RL,2022-04-12T11:30:30Z,Continue trapping,Processed fish,Trap functioning normally,1727,0.800000012,0.75,Yes,1849,0.400000006,13.89999962,1.840000033,10.19999981,0.085000001,Celsius
12,165,Lower Feather River RST,RL,2022-04-13T11:00:19Z,Continue trapping,Processed fish,Trap functioning normally,987,0.649999976,0.600000024,Yes,1839,0.400000006,14.19999981,1.639999986,10.02000046,0.0854,Celsius
12,166,Lower Feather River RST,RR,2022-04-13T11:00:35Z,Continue trapping,Processed fish,Trap functioning normally,462,0.550000012,0.550000012,Yes,1839,0.5,14.19999981,1.639999986,10.02000046,0.0854,Celsius
12,168,Lower Feather River RST,RR,2022-04-14T11:00:34Z,Continue trapping,Processed fish,"Trap functioning, but not normally",199,0.200000003,0.699999988,Yes,1800,0.400000006,13.60000038,1.210000038,9.819999695,0.084100001,Celsius
12,169,Lower Feather River RST,RL,2022-04-14T11:00:22Z,Continue trapping,No fish were caught,"Trap functioning, but not normally",657,0.200000003,1,Yes,1800,0.300000012,13.60000038,1.210000038,9.819999695,0.084100001,Celsius
12,170,Lower Feather River RST,RL,2022-04-15T10:30:23Z,Continue trapping,Processed fish,Trap functioning normally,1834,0.899999976,0.949999988,Yes,1731,0.5,13.30000019,1.139999986,9.930000305,0.0832,Celsius
12,171,Lower Feather River RST,RR,2022-04-15T10:30:56Z,Continue trapping,Processed fish,Trap functioning normally,775,0.649999976,0.800000012,Yes,1731,0.400000006,13.30000019,1.139999986,9.930000305,0.032000002,Celsius
12,172,Lower Feather River RST,RR,2022-04-16T10:00:51Z,Continue trapping,Processed fish,Trap functioning normally,1032,0.5,0.850000024,Yes,1692,0.300000012,14.60000038,1.529999971,9.449999809,0.086099997,Celsius
12,173,Lower Feather River RST,RL,2022-04-16T10:00:58Z,Continue trapping,Processed fish,Trap functioning normally,2113,1.049999952,0.899999976,Yes,1629,0.400000006,14.60000038,1.529999971,9.449999809,0.086099997,Celsius
12,174,Lower Feather River RST,RR,2022-04-17T10:30:48Z,Continue trapping,Processed fish,Trap functioning normally,944,0.649999976,0.600000024,Yes,1692,0.300000012,14.69999981,1.220000029,9.600000381,0.086599998,Celsius
12,175,Lower Feather River RST,RL,2022-04-17T10:30:54Z,Continue trapping,No fish were caught,Trap functioning normally,1949,0.949999988,0.899999976,Yes,1692,0.200000003,14.69999981,1.220000029,9.600000381,0.086599998,Celsius
12,176,Lower Feather River RST,RL,2022-04-18T10:30:32Z,Continue trapping,No fish were caught,Trap functioning normally,1560,0.649999976,0.649999976,Yes,1616,0.400000006,15.10000038,1.860000014,NA,0.093000002,Celsius
12,177,Lower Feather River RST,RR,2022-04-18T10:30:49Z,Continue trapping,Processed fish,Trap functioning normally,651,0.5,0.400000006,Yes,1616,0.400000006,15.10000038,1.860000014,NA,0.093000002,Celsius
12,178,Lower Feather River RST,RR,2022-04-19T10:30:13Z,Continue trapping,Processed fish,Trap functioning normally,476,0.300000012,0.400000006,Yes,1587,0.400000006,15.80000019,0.959999979,9.06000042,0.096799999,Celsius
12,179,Lower Feather River RST,RL,2022-04-19T10:30:39Z,Continue trapping,No fish were caught,Trap functioning normally,1600,0.699999988,0.600000024,Yes,1587,0.300000012,15.80000019,0.959999979,9.06000042,0.096799999,Celsius
12,180,Lower Feather River RST,RR,2022-04-20T10:30:57Z,Continue trapping,No fish were caught,Trap functioning normally,579,0.5,0.5,Yes,1625,0.300000012,16,1.409999967,9.43999958,0.090400003,Celsius
12,181,Lower Feather River RST,RL,2022-04-20T10:30:18Z,Continue trapping,Processed fish,Trap functioning normally,1412,0.800000012,0.600000024,Yes,1625,0.300000012,16,1.409999967,9.43999958,0.090400003,Celsius
12,182,Lower Feather River RST,RR,2022-04-21T10:45:32Z,Continue trapping,Processed fish,Trap functioning normally,553,0.699999988,0.400000006,Yes,1587,0.400000006,16,0.730000019,9.229999542,0.091399997,Celsius
12,183,Lower Feather River RST,RL,2022-04-21T10:45:39Z,Continue trapping,Processed fish,Trap functioning normally,1590,0.949999988,1.049999952,Yes,1587,0.400000006,16,0.730000019,9.229999542,0.091399997,Celsius
12,184,Lower Feather River RST,RL,2022-04-22T11:00:39Z,Continue trapping,Processed fish,Trap functioning normally,1445,1,1.049999952,Yes,1810,0.400000006,15.60000038,1.25999999,9.350000381,0.087700002,Celsius
12,185,Lower Feather River RST,RR,2022-04-22T11:00:22Z,Continue trapping,No fish were caught,Trap functioning normally,440,0.600000024,0.699999988,Yes,1810,0.400000006,15.60000038,1.25999999,9.350000381,0.087700002,Celsius
12,186,Lower Feather River RST,RL,2022-04-23T10:15:07Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.299999952,Yes,2189,0.400000006,15.39999962,4.230000019,9.180000305,0.0814,Celsius
12,187,Lower Feather River RST,RR,2022-04-23T10:15:57Z,Unplanned restart,Processed fish,Trap stopped functioning,544,0,1.149999976,Yes,2189,0.400000006,15.39999962,4.230000019,9.180000305,0.0814,Celsius
12,188,Lower Feather River RST,RL,2022-04-24T10:45:36Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.649999976,Yes,1960,0.5,16.60000038,2.480000019,9.06000042,0.087399997,Celsius
12,189,Lower Feather River RST,RR,2022-04-24T10:45:58Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1,Yes,1960,0.5,16.60000038,2.480000019,9.06000042,0.087399997,Celsius
12,190,Lower Feather River RST,RR,2022-04-25T10:45:47Z,Continue trapping,Processed fish,Trap functioning normally,1122,0.800000012,0.850000024,Yes,1741,0.400000006,17.5,1.980000019,8.779999733,0.089199997,Celsius
12,191,Lower Feather River RST,RL,2022-04-25T10:45:01Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.399999976,Yes,1741,0.400000006,17.5,1.980000019,8.779999733,0.089199997,Celsius
12,192,Lower Feather River RST,RL,2022-04-26T11:15:56Z,Continue trapping,Processed fish,Trap functioning normally,2117,1.049999952,1.350000024,Yes,1712,0.5,18,1.409999967,8.479999542,0.088399999,Celsius
12,193,Lower Feather River RST,RR,2022-04-26T11:15:21Z,Continue trapping,Processed fish,Trap functioning normally,680,0.400000006,0.699999988,Yes,1712,0.400000006,18,1.409999967,8.479999542,0.088399999,Celsius
12,194,Lower Feather River RST,RR,2022-04-27T11:30:05Z,Continue trapping,Processed fish,Trap functioning normally,468,0,0.25,Yes,1606,0.400000006,18.39999962,2.680000067,8.300000191,0.0889,Celsius
12,195,Lower Feather River RST,RL,2022-04-27T11:30:13Z,Continue trapping,Processed fish,Trap functioning normally,1185,1.049999952,1.049999952,Yes,1606,0.5,18.39999962,2.680000067,8.300000191,0.0889,Celsius
12,196,Lower Feather River RST,RL,2022-04-28T10:15:14Z,Continue trapping,Processed fish,Trap functioning normally,NA,0.850000024,1.25,Yes,1635,0.400000006,16.89999962,1.779999971,8.770000458,0.103399999,Celsius
12,197,Lower Feather River RST,RR,2022-04-28T11:30:35Z,Continue trapping,No catch data; fish released,Trap functioning normally,101,0.349999994,0.75,Yes,1635,0.400000006,16.89999962,1.779999971,8.770000458,0.103399999,Celsius
12,198,Lower Feather River RST,RR,2022-04-29T11:00:44Z,Continue trapping,Processed fish,Trap functioning normally,849,0.400000006,0.600000024,Yes,1587,0.300000012,17.79999924,1.299999952,8.600000381,0.088399999,Celsius
12,199,Lower Feather River RST,RL,2022-04-29T11:00:22Z,Continue trapping,Processed fish,Trap functioning normally,2149,1,1,Yes,1587,0.400000006,17.79999924,1.299999952,8.600000381,0.088399999,Celsius
12,200,Lower Feather River RST,RL,2022-04-30T10:30:10Z,Continue trapping,Processed fish,Trap functioning normally,2095,1,1.149999976,Yes,1606,0.400000006,18.10000038,1.679999948,8.25,0.087899998,Celsius
12,201,Lower Feather River RST,RR,2022-04-30T10:30:09Z,Continue trapping,Processed fish,Trap stopped functioning,NA,0,0.699999988,Yes,1606,0.400000006,18.10000038,1.679999948,8.25,0.087899998,Celsius
12,202,Lower Feather River RST,RR,2022-05-01T10:30:33Z,Continue trapping,Processed fish,Trap functioning normally,825,0.600000024,0.600000024,Yes,1578,0.400000006,18.39999962,1.50999999,830,0.086099997,Celsius
12,203,Lower Feather River RST,RL,2022-05-01T10:30:20Z,Continue trapping,Processed fish,Trap functioning normally,1173,0.949999988,1,Yes,1578,0.449999988,18.39999962,1.50999999,8.300000191,0.086099997,Celsius
12,204,Lower Feather River RST,RL,2022-05-02T10:30:34Z,Continue trapping,Processed fish,Trap functioning normally,1906,0.850000024,1.049999952,Yes,1597,0.400000006,17.70000076,2.130000114,8.510000229,0.085500002,Celsius
12,205,Lower Feather River RST,RR,2022-05-02T10:30:44Z,Continue trapping,Processed fish,Trap functioning normally,754,0.449999988,0.400000006,Yes,1597,0.400000006,17.70000076,2.130000114,8.510000229,0.085500002,Celsius
12,206,Lower Feather River RST,RR,2022-05-03T10:00:25Z,End trapping,Processed fish,Trap functioning normally,743,0.550000012,0,Yes,1568,0.400000006,16.20000076,1.110000014,9.050000191,0.083499998,Celsius
12,207,Lower Feather River RST,RL,2022-05-03T10:00:05Z,End trapping,Processed fish,Trap functioning normally,2078,0.899999976,0,Yes,1568,0.400000006,16.20000076,1.110000014,9.050000191,0.083499998,Celsius
12,208,Lower Feather River RST,RR,2022-05-04T12:00:46Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,0,0.449999988,Yes,1597,0.400000006,19.60000038,1.210000038,8.449999809,0.088,Celsius
12,209,Lower Feather River RST,RL,2022-05-04T12:00:42Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,0,1,Yes,1597,0.400000006,19.60000038,1.210000038,8.449999809,0.088,Celsius
12,210,Lower Feather River RST,RL,2022-05-05T10:30:54Z,Continue trapping,Processed fish,Trap functioning normally,1851,1.049999952,1.149999976,Yes,1606,0.5,18.70000076,0.980000019,8.430000305,0.097499996,Celsius
12,211,Lower Feather River RST,RR,2022-05-05T10:30:45Z,Continue trapping,Processed fish,Trap functioning normally,492,0.699999988,0.550000012,Yes,1606,0.400000006,18.70000076,0.980000019,8.430000305,0.097499996,Celsius
12,212,Lower Feather River RST,RR,2022-05-06T10:30:13Z,Continue trapping,Processed fish,"Trap functioning, but not normally",778,0.550000012,0.5,Yes,1578,0.400000006,17,1.179999948,8.579999924,0.081799999,Celsius
12,213,Lower Feather River RST,RL,2022-05-06T10:30:05Z,Continue trapping,Processed fish,Trap functioning normally,1833,1,0.949999988,Yes,1578,0.400000006,17,1.179999948,8.579999924,0.081799999,Celsius
12,214,Lower Feather River RST,RL,2022-05-07T10:00:13Z,Continue trapping,Processed fish,Trap functioning normally,2048,1.399999976,1.200000048,Yes,NA,NA,NA,NA,NA,NA,NA
12,215,Lower Feather River RST,RR,2022-05-07T10:00:37Z,Continue trapping,Processed fish,Trap functioning normally,801,0.699999988,0.800000012,Yes,1692,0.400000006,17.60000038,1.830000043,8.449999809,0.0823,Celsius
12,216,Lower Feather River RST,RR,2022-05-08T10:30:46Z,Continue trapping,Processed fish,Trap functioning normally,1341,1.149999976,1.100000024,Yes,1859,0.5,17.60000038,1.659999967,8.270000458,0.0823,Celsius
12,217,Lower Feather River RST,RL,2022-05-08T10:30:38Z,Continue trapping,Processed fish,Trap functioning normally,2787,1.5,1.350000024,Yes,1859,0.5,17.60000038,1.659999967,8.270000458,0.0823,Celsius
12,218,Lower Feather River RST,RL,2022-05-09T09:45:07Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.649999976,Yes,1899,0.400000006,15.30000019,3.079999924,8.800000191,0.076899998,Celsius
12,219,Lower Feather River RST,RR,2022-05-09T09:45:56Z,Continue trapping,Processed fish,Trap functioning normally,1522,1,1.049999952,Yes,1899,0.400000006,15.30000019,3.079999924,8.800000191,0.076899998,Celsius
12,220,Lower Feather River RST,RL,2022-05-10T10:30:06Z,Continue trapping,Processed fish,Trap functioning normally,3698,2.349999905,2.25,Yes,2503,0.400000006,15.39999962,1.720000029,8.819999695,0.095899999,Celsius
12,221,Lower Feather River RST,RR,2022-05-10T10:30:17Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.850000024,Yes,2503,0.400000006,15.69999981,1.720000029,8.819999695,0.095899999,Celsius
12,222,Lower Feather River RST,RR,2022-05-11T10:15:04Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,1.950000048,Yes,2673,0.5,15.69999981,1.909999967,8.909999847,0.077500001,Celsius
12,223,Lower Feather River RST,RL,2022-05-11T10:15:17Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.400000095,Yes,2763,0.800000012,15.69999981,1.909999967,8.909999847,0.077500001,Celsius
12,224,Lower Feather River RST,RR,2022-05-12T11:00:06Z,Continue trapping,Processed fish,Trap functioning normally,2968,2,2.099999905,Yes,2774,0.5,16.29999924,2.329999924,9.180000305,0.093599997,Celsius
12,226,Lower Feather River RST,RL,2022-05-12T11:00:35Z,Continue trapping,Processed fish,Trap functioning normally,4026,2.349999905,2.25,Yes,2774,0.5,16.29999924,2.329999924,9.180000305,0.093599997,Celsius
12,227,Lower Feather River RST,RR,2022-05-13T10:30:08Z,Continue trapping,Processed fish,Trap functioning normally,2805,1.899999976,2,Yes,2763,0.5,16.70000076,1.710000038,9,0.077600002,Celsius
12,228,Lower Feather River RST,RR,2022-05-14T10:30:49Z,Continue trapping,Processed fish,Trap functioning normally,2436,1.950000048,2.049999952,Yes,2774,0.5,18,2.640000105,8.659999847,0.092299998,Celsius
12,229,Lower Feather River RST,RR,2022-05-15T10:15:26Z,Continue trapping,Processed fish,Trap functioning normally,2676,1.850000024,2.299999952,Yes,2797,0.699999988,18.79999924,2.940000057,8.329999924,0.081200004,Celsius
12,230,Lower Feather River RST,RL,2022-05-15T10:15:14Z,Continue trapping,Processed fish,Trap functioning normally,NA,1.799999952,2.299999952,Yes,2797,0.600000024,18.79999924,2.940000057,8.329999924,0.081200004,NA
12,231,Lower Feather River RST,RL,2022-05-16T09:45:26Z,Continue trapping,Processed fish,Trap functioning normally,4129,2.150000095,2.200000048,Yes,2809,0.5,18.60000038,2.690000057,8.340000153,0.081,Celsius
12,232,Lower Feather River RST,RR,2022-05-16T09:45:02Z,Continue trapping,Processed fish,Trap functioning normally,2443,1.549999952,2.099999905,Yes,2809,0.5,18.60000038,2.690000057,8.340000153,0.081,Celsius
12,233,Lower Feather River RST,RR,2022-05-17T10:00:25Z,Continue trapping,Processed fish,Trap functioning normally,2952,2.049999952,2.099999905,Yes,2809,0.600000024,19,1.389999986,8.109999657,0.081799999,Celsius
12,234,Lower Feather River RST,RL,2022-05-17T10:00:55Z,Continue trapping,Processed fish,Trap functioning normally,4245,2,2.25,Yes,2809,0.699999988,19,1.389999986,8.109999657,0.081799999,Celsius
12,235,Lower Feather River RST,RL,2022-05-18T09:45:24Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.349999905,Yes,2786,0.600000024,19.20000076,2.670000076,8.079999924,0.080499999,Celsius
12,236,Lower Feather River RST,RR,2022-05-18T09:45:22Z,Continue trapping,Processed fish,Trap functioning normally,2820,1.549999952,2,Yes,2786,0.5,19.20000076,2.670000076,8.079999924,0.080499999,Celsius
12,237,Lower Feather River RST,RR,2022-05-19T10:30:02Z,Continue trapping,Processed fish,Trap functioning normally,3086,2.099999905,2.099999905,Yes,2832,0.600000024,19.5,2.039999962,8.029999733,0.091799997,Celsius
12,238,Lower Feather River RST,RL,2022-05-19T10:30:11Z,Continue trapping,Processed fish,Trap functioning normally,4776,2.549999952,2.549999952,Yes,2832,0.600000024,19.5,2.039999962,8.029999733,0.091799997,Celsius
12,239,Lower Feather River RST,RR,2022-05-20T10:30:15Z,Continue trapping,Processed fish,Trap functioning normally,2916,2.099999905,2.099999905,Yes,2740,0.600000024,17.5,2.339999914,8.359999657,0.092200004,Celsius
12,240,Lower Feather River RST,RL,2022-05-20T10:30:15Z,Continue trapping,Processed fish,Trap functioning normally,4187,2.299999952,2.349999905,Yes,2740,0.600000024,17.5,2.339999914,8.359999657,0.092200004,Celsius
12,241,Lower Feather River RST,RL,2022-05-21T10:30:54Z,Continue trapping,Processed fish,Trap functioning normally,4299,2.299999952,2.25,Yes,2786,0.5,18.39999962,2.269999981,8.020000458,0.092699997,Celsius
12,242,Lower Feather River RST,RR,2022-05-21T10:30:50Z,Continue trapping,Processed fish,Trap functioning normally,2943,2.049999952,2.099999905,Yes,2786,0.5,18.39999962,2.269999981,8.020000458,0.092699997,Celsius
12,243,Lower Feather River RST,RR,2022-05-22T10:30:25Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.099999905,Yes,2797,0.5,19.5,1.889999986,7.840000153,0.092,Celsius
12,244,Lower Feather River RST,RL,2022-05-22T10:30:06Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.349999905,Yes,2797,0.600000024,19.5,1.889999986,7.840000153,0.092,Celsius
12,245,Lower Feather River RST,RL,2022-05-23T10:00:57Z,Continue trapping,Processed fish,Trap functioning normally,4233,2.299999952,2.400000095,Yes,2786,0.5,19.60000038,2.430000067,7.679999828,0.082400002,Celsius
12,246,Lower Feather River RST,RR,2022-05-23T10:00:06Z,Continue trapping,Processed fish,Trap functioning normally,2957,2.049999952,2.150000095,Yes,2786,0.600000024,19.60000038,2.430000067,7.679999828,0.082400002,Celsius
12,247,Lower Feather River RST,RL,2022-05-24T10:30:13Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.450000048,Yes,2786,0.5,20.10000038,2.24000001,7.570000172,0.091799997,Celsius
12,248,Lower Feather River RST,RR,2022-05-24T10:30:45Z,Continue trapping,Processed fish,Trap functioning normally,3215,2.099999905,2.200000048,Yes,2786,0.5,20.10000038,2.24000001,7.570000172,0.091799997,Celsius
12,249,Lower Feather River RST,RL,2022-05-25T10:45:22Z,End trapping,Processed fish,Trap functioning normally,4700,2.400000095,NA,Yes,2797,0.600000024,21.39999962,2.640000105,7.409999847,0.084700003,Celsius
12,250,Lower Feather River RST,RR,2022-05-25T10:45:29Z,End trapping,Processed fish,Trap functioning normally,3245,2.25,NA,Yes,2797,0.600000024,21.39999962,2.640000105,7.409999847,0.084700003,Celsius
12,251,Lower Feather River RST,RL,2022-05-27T10:30:16Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,0,2.5,Yes,2832,NA,19.60000038,1.620000005,7.860000134,0.079999998,Celsius
12,252,Lower Feather River RST,RR,2022-05-27T10:30:53Z,Start trap & begin trapping,N/A; not a sampling visit,Trap not in service,NA,0,2.400000095,Yes,2832,NA,19.60000038,1.620000005,7.889999866,0.079999998,Celsius
12,253,Lower Feather River RST,RR,2022-05-28T09:45:41Z,Continue trapping,Processed fish,Trap functioning normally,3135,2.150000095,2.299999952,Yes,3127,0.600000024,19.29999924,1.74000001,7.880000114,0.089400001,Celsius
12,255,Lower Feather River RST,RL,2022-05-29T11:00:40Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.5,Yes,3175,0.400000006,19.20000076,1.850000024,8.079999924,0.088399999,Celsius
12,256,Lower Feather River RST,RR,2022-05-29T11:00:11Z,Continue trapping,Processed fish,Trap functioning normally,2862,1.649999976,1.950000048,Yes,3175,0.600000024,19.20000076,1.850000024,8.079999924,0.088399999,Celsius
12,257,Lower Feather River RST,RR,2022-05-30T10:00:50Z,Continue trapping,Processed fish,Trap functioning normally,2464,1.799999952,2.299999952,Yes,3199,0.5,18.89999962,2.349999905,7.820000172,0.088100001,Celsius
12,258,Lower Feather River RST,RL,2022-05-30T10:00:39Z,Continue trapping,Processed fish,Trap functioning normally,4803,2.25,2.150000095,Yes,3199,0.5,18.89999962,2.349999905,7.820000172,0.088100001,Celsius
12,259,Lower Feather River RST,RL,2022-05-31T10:45:01Z,Unplanned restart,Processed fish,Trap stopped functioning,NA,0,2.650000095,Yes,3223,0.600000024,19.29999924,2.190000057,7.639999866,0.089500003,Celsius
