ProjectDescriptionID,catchRawID,trapVisitID,commonName,releaseID,atCaptureRun,fishOrigin,lifeStage,forkLength,totalLength,n,visitTime,visitType,siteName,subSiteName,finalRun
12,1438,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1439,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1440,58,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1441,58,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1442,58,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1443,58,Chinook salmon,0,Fall,Natural,Parr,34,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1444,58,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1445,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1446,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1447,58,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1448,58,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1449,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1450,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1451,58,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1452,58,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1453,58,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1454,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1455,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1456,58,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1457,58,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1458,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1459,58,Chinook salmon,0,Fall,Natural,Parr,43,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1460,58,Chinook salmon,0,Fall,Natural,Parr,48,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1461,58,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1462,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1463,58,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1464,58,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1465,58,Chinook salmon,0,Fall,Natural,Parr,NA,NA,20,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1466,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,183,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1467,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,235,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1468,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,180,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1469,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,225,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1470,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,184,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1471,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,175,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1472,58,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,221,NA,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1473,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,65,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1474,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,67,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1475,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1476,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1477,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,60,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1478,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,54,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1479,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,61,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1480,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,54,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1481,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,52,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1482,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,49,1,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1483,58,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,NA,123,2022-02-18T10:30:27Z,Continue trapping,Lower Feather River RST,RR,Not recorded
12,1485,59,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1486,59,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1487,59,Chinook salmon,0,Fall,Natural,Parr,33,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1488,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1489,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1490,59,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1491,59,Chinook salmon,0,Fall,Natural,Parr,43,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1492,59,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1493,59,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1494,59,Chinook salmon,0,Fall,Natural,Parr,46,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1495,59,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1496,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1497,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1498,59,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1499,59,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1500,59,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1501,59,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1502,59,Chinook salmon,0,Fall,Natural,Parr,54,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1503,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1504,59,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1505,59,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1506,59,Chinook salmon,0,Fall,Natural,Parr,41,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1507,59,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1509,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,210,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1510,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,180,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1511,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,195,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1512,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,165,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1513,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,205,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1514,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,210,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1515,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,225,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1516,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,215,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1517,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,155,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1518,59,Steelhead / rainbow trout,0,Not recorded,Hatchery,Yearling,200,NA,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1519,59,Mosquitofish,0,Not recorded,Natural,Not recorded,NA,33,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1520,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,57,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1521,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,54,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1522,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1523,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,70,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1524,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,58,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1525,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1526,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,51,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1527,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1528,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,52,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1529,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,48,1,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1530,59,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,NA,78,2022-02-19T10:00:15Z,Continue trapping,Lower Feather River RST,RL,Not recorded
12,1531,60,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,Fall
12,1532,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,52,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1533,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,52,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1534,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,63,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1535,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1536,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,59,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1537,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1538,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,50,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1539,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1540,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1541,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,60,1,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1542,60,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,NA,26,2022-02-19T10:00:05Z,Unplanned restart,Lower Feather River RST,RR,NA
12,1543,61,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1544,61,Chinook salmon,0,Fall,Natural,Parr,34,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1545,61,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1546,61,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1547,61,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1548,61,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1549,61,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1550,61,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1551,61,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1552,61,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1553,61,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1554,61,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1555,61,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1556,61,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1557,61,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1558,61,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,Fall
12,1559,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,56,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1560,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1561,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,46,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1562,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,105,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1563,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,60,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1564,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,95,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1565,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1566,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1567,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,53,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1568,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,55,1,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1569,61,Wakasagi / Japanese smelt,0,Not recorded,Natural,Not recorded,NA,NA,21,2022-02-20T10:30:19Z,Continue trapping,Lower Feather River RST,RL,NA
12,1570,62,Chinook salmon,0,Fall,Natural,Parr,31,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1571,62,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1572,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1573,62,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1574,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1575,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1576,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1577,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1578,62,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1579,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1580,62,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1581,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1582,62,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1583,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1584,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1585,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1586,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1587,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1588,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1589,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1590,62,Chinook salmon,0,Fall,Natural,Parr,50,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1591,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1592,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1593,62,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1594,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1595,62,Chinook salmon,0,Fall,Natural,Parr,38,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1596,62,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1597,62,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1598,62,Chinook salmon,0,Fall,Natural,Parr,34,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1599,62,Chinook salmon,0,Fall,Natural,Parr,33,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1600,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1601,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1602,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1603,62,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1604,62,Chinook salmon,0,Fall,Natural,Parr,36,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1605,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1606,62,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1607,62,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1608,62,Chinook salmon,0,Fall,Natural,Parr,37,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1609,62,Chinook salmon,0,Fall,Natural,Parr,35,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1610,62,Chinook salmon,0,Fall,Natural,Parr,40,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1611,62,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1612,62,Chinook salmon,0,Fall,Natural,Parr,42,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1613,62,Chinook salmon,0,Fall,Natural,Parr,44,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
12,1614,62,Chinook salmon,0,Fall,Natural,Parr,39,NA,1,2022-02-20T10:30:22Z,Continue trapping,Lower Feather River RST,RR,Fall
